,Count,Name,Company ID,Last Modified Date,Total Revenue,Postal Code,Last Touch Converting Campaign,First Touch Converting Campaign,Recent Deal Close Date,Number of Pageviews,Number of Employees,Time of Last Session,Time of First Session,Close Date,Associated Deals,Last Logged Call Date,Recent Deal Amount,Number of times contacted,First Conversion Date,Last Open Task Date,First Deal Created Date,Number of Form Submissions,Create Date,Month Create Date,Date of last meeting booked in meetings tool,Number of Sessions,Last Sales Activity Date,Last Activity Date,Next Activity Date,Owner Assigned Date,Total Money Raised,Associated Contacts,Recent Conversion Date,Original Source Data 2,Last Booked Meeting Date,Last Contacted,First Contact Create Date,Time Last Seen,Time First Seen,Year Founded,Days to Close,Annual Revenue,Number of open deals,Time Zone,,,,,,
4000,1,SYPartners LLC,1411914761,11/5/2020 9:36,,10014,,,,0,500,,,,,6/20/2019 17:44,,4,,7/31/2019 8:00,,0,2/19/2019,19-Feb,,0,2/19/2019 19:53,7/31/2019 8:00,,,,0,,5053720,,6/20/2019 17:44,2/19/2019 16:44,,2/19/2019 16:44,1994,,50000000,0,,,,,,,
1797,1,Rigup,1166890104,10/6/2020 10:43,,78704,,,,0,500,,,,,,,4,,,,0,1/19/2019,19-Jan,,0,5/6/2019 12:22,4/3/2020 16:08,,4/10/2020 16:39,,2,,CRM_UI,,4/3/2020 16:08,3/13/2019 13:07,,3/13/2019 13:07,2014,,50000000,0,-6,,,,,,
189,1,WorkFusion,1131702329,11/27/2020 1:36,,15444,,,,0,500,,,,,,,16,,,,0,1/1/2019,19-Jan,,0,,5/2/2019 16:30,,,"$121,300,000 ",0,,5220343,5/2/2019 16:30,5/2/2019 16:30,3/13/2019 14:29,,3/13/2019 14:29,2010,,50000000,0,-5,,,,,,
2705,1,Weedmaps,4481321811,11/11/2020 10:04,,20877,,,11/11/2020 10:04,0,500,,,11/11/2020 10:04,1,,,,,,9/16/2020 8:27,,9/16/2020,20-Sep,,0,,,,9/16/2020 8:27,,1,,CRM_UI,,,9/16/2020 8:27,,9/16/2020 8:27,2008,56,10000000,0,-7,,,,,,
47,1,Austin Fraser,4794248225,11/9/2020 15:05,,RG1 1LX,,,,0,500,,,,,,,,,,,,11/9/2020,20-Nov,,0,,,,,,1,,11763254,,,11/9/2020 15:04,,11/9/2020 15:04,2007,,10000000,,0,,,,,,
3966,1,"EMBEDDED RESOURCE GROUP, INC",4793700073,11/9/2020 15:04,,95008,,,,0,500,,,,,,,,,,,,11/9/2020,20-Nov,,0,,,,,,1,,11763254,,,11/9/2020 15:04,,11/9/2020 15:04,2004,,10000000,,-8,,,,,,
1678,1,"Florida League of Cities, Inc.",4704532334,10/23/2020 13:01,,32301,,,,0,500,,,,,,,,,,,,10/23/2020,20-Oct,,0,,,,,,1,,11518385,,,10/23/2020 13:00,,10/23/2020 13:00,1922,,10000000,,-5,,,,,,
87,1,Plain Concepts,4557433350,11/17/2020 16:24,,98052,,,,0,500,10/26/2020 14:00,10/26/2020 14:00,,1,,,6,10/26/2020 14:00,2/8/2021 11:00,11/2/2020 11:02,1,10/1/2020,20-Oct,,1,11/17/2020 16:24,11/17/2020 13:28,2/8/2021 11:00,10/26/2020 15:20,,1,10/26/2020 14:00,25200,,11/17/2020 13:28,10/1/2020 9:49,10/26/2020 14:00,10/1/2020 9:49,2006,,10000000,1,1,,,,,,
2492,1,FlightAware,4458175138,10/23/2020 13:00,,77046,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,4,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,2005,,10000000,,-6,,,,,,
1612,1,Abilities Network,4458175133,9/9/2020 17:14,,21286,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1964,,10000000,,-5,,,,,,
1603,1,One & All,4458171919,10/18/2020 6:53,,91101,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1966,,10000000,,-5,,,,,,
1601,1,Girl Scouts Western Pennsylvania,4458171913,9/9/2020 17:14,,15212,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1912,,10000000,,-5,,,,,,
3901,1,Reflektive,4458171912,9/22/2020 14:27,,94107,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,"$101,600,000 ",1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,2013,,10000000,,-8,,,,,,
3886,1,Reno-Tahoe International Airport,4458147621,9/20/2020 13:46,,89502,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1929,,10000000,,-8,,,,,,
1524,1,Nayax,4458090675,9/9/2020 17:14,,21031,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,"$24,500,000 ",1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,2005,,10000000,,-5,,,,,,
2337,1,Nextep,3864048021,11/29/2020 1:49,,73072,,,,0,500,,,,,,,1,,,,,5/13/2020,20-May,,0,6/22/2020 15:24,8/6/2020 15:40,,5/13/2020 10:46,,3,,9251990,,6/22/2020 15:03,5/13/2020 10:45,,5/13/2020 10:45,1997,,10000000,0,-6,,,,,,
2232,1,Nashville Software School,3522581582,9/2/2020 6:02,,37210,,,,0,500,,,,,,,,,,,,4/27/2020,20-Apr,,0,,,,4/27/2020 10:25,,1,,9030635,,,4/27/2020 10:21,,4/27/2020 10:21,2012,,10000000,0,-6,,,,,,
3611,1,Viki,3429796516,8/31/2020 2:17,,10000,,,,0,500,,,,,,,,,,,,4/24/2020,20-Apr,,0,,,,4/24/2020 19:06,"$24,300,000 ",1,,9011296,,,4/24/2020 18:13,,4/24/2020 18:13,2008,,10000000,0,-8,,,,,,
159,1,Antler,3428966264,10/31/2020 13:02,,310490,,,,0,500,,,,,,,,,,,,4/24/2020,20-Apr,,0,,,,4/24/2020 19:06,,1,,9011296,,,4/24/2020 18:13,,4/24/2020 18:13,2017,,10000000,0,8,,,,,,
1022,1,Plum,3428404849,11/27/2020 1:10,,N2V 2A9,,,,0,500,,,,,,,,,,,,4/24/2020,20-Apr,,0,,,,4/24/2020 18:17,"$1,400,000 ",2,,9011296,,,4/24/2020 18:13,,4/24/2020 18:13,2011,,10000000,0,-5,,,,,,
3488,1,Imperfect Produce,3363359837,10/21/2020 13:35,,94124,,,,0,500,,,,,,,,,,,,4/13/2020,20-Apr,,0,,,,4/13/2020 19:33,"$2,700,000 ",1,,8855699,,,4/13/2020 19:31,,4/13/2020 19:31,2015,,10000000,0,-8,,,,,,
3446,1,Quia,3326251307,10/15/2020 0:53,,94404,,,,0,500,,,,,,,,,,,,4/6/2020,20-Apr,,0,,,,4/6/2020 15:28,,1,,8771587,,,4/6/2020 15:26,,4/6/2020 15:26,1998,,10000000,0,-8,,,,,,
2170,1,Franklin Synergy Bank,3324859514,10/29/2020 8:44,,37064,,,,0,500,,,,,,,0,,,,,4/6/2020,20-Apr,,0,,7/23/2020 13:46,,4/6/2020 11:27,,3,,8767415,,,4/6/2020 11:25,,4/6/2020 11:25,2007,,10000000,0,-6,,,,,,
915,1,Maven Clinic co.,3291659225,10/30/2020 10:59,,10013,,,,0,500,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,8/20/2020 12:29,"$15,300,000 ",4,,8686131,,,3/30/2020 22:11,,3/30/2020 22:11,2014,,10000000,0,-5,,,,,,
3421,1,Sun Basket,3291646927,11/28/2020 1:07,,94107,,,,0,500,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 21:53,"$70,300,000 ",2,,8686004,,,3/30/2020 21:51,,3/30/2020 21:51,2014,,10000000,0,-8,,,,,,
907,1,Marley Spoon,3291579807,9/22/2020 4:52,,10001,,,,0,500,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 21:53,"$27,500,000 ",1,,8686004,,,3/30/2020 21:51,,3/30/2020 21:51,2014,,10000000,0,-5,,,,,,
905,1,BrainPOP,3291578585,10/26/2020 14:50,,10010,,,,0,500,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 21:34,,3,,8685905,,,3/30/2020 21:33,,3/30/2020 21:33,1999,,10000000,0,-5,,,,,,
882,1,Lexia Learning Systems,3290607527,12/1/2020 1:28,,1742,,,,0,500,,,,,,,,,,,,3/30/2020,20-Mar,,0,,,,3/30/2020 21:34,"$2,000,000 ",1,,8685905,,,3/30/2020 21:33,,3/30/2020 21:33,1984,,10000000,0,-5,,,,,,
2081,1,Ascent Pgm,2893649627,5/11/2020 12:31,,60601,,,,0,500,,,,,,,,,,,,1/27/2020,20-Jan,,0,,,,1/27/2020 11:46,,1,,7941328,,,1/27/2020 11:45,,1/27/2020 11:45,2015,,10000000,0,-6,,,,,,
4191,1,Raven Software,2589390825,11/28/2020 4:05,,90405,,,,1,500,10/1/2020 8:12,10/1/2020 8:12,,,,,1,,,,,11/14/2019,19-Nov,,1,,5/14/2020 15:19,,11/14/2019 17:36,,2,,7305793,,5/14/2020 15:19,11/14/2019 16:50,10/1/2020 8:12,11/14/2019 16:50,1990,,10000000,0,,,,,,,
2607,1,OpenWorks,2428944360,10/30/2020 7:57,,85016,,,,0,500,,,,,,,,,,,,9/20/2019,19-Sep,,0,,,,,,1,,6770959,,,9/20/2019 10:37,,9/20/2019 10:37,1983,,10000000,0,-7,,,,,,
677,1,"SYSTEMS EVOLUTION, INC.",2252050401,10/20/2020 14:03,,45249,,,,0,500,,,,,,,,,,,,7/26/2019,19-Jul,,0,5/20/2019 18:03,,,,,1,,CRM_UI,,,5/20/2019 10:30,,5/20/2019 10:30,1992,,10000000,0,-5,,,,,,
3195,1,Zenoti,2095950300,9/19/2020 12:40,,98007,,,,0,500,,,,,,,,,,,,6/11/2019,19-Jun,,0,,,,,"$21,000,000 ",1,,5917010,,,6/11/2019 14:04,,6/11/2019 14:04,2010,,10000000,0,-8,,,,,,
3117,1,Bluevine Capital Inc.,1923828301,10/20/2020 9:04,,94063,,,,0,500,,,,,,,,,,,,5/7/2019,19-May,,0,,,,,"$4,000,000 ",1,,5632525,,,5/7/2019 11:12,,5/7/2019 11:12,2013,,10000000,0,-8,,,,,,
3007,1,Karat Inc,1813462386,10/22/2020 21:02,,98105,,,,0,500,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,2014,,10000000,0,-8,,,,,,
2886,1,ALOIS Staffing,1803761331,10/27/2020 4:28,,94104,,,,0,500,,,,,,,,,,,,4/11/2019,19-Apr,,0,,,,,,1,,,,,4/11/2019 17:21,,4/11/2019 17:21,2016,,10000000,0,-8,,,,,,
2883,1,"Bluebeam, Inc.",1802403405,10/31/2020 2:52,,91101,,,,0,500,,,,,,,,,,,,4/11/2019,19-Apr,,0,,,,,,1,,CRM_UI,,,4/11/2019 11:27,,4/11/2019 11:27,2002,,10000000,0,-8,,,,,,
4021,1,"TotalMed Systems, Inc.",1776075819,9/26/2020 21:03,,60173,,,,0,500,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,0,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,2005,,10000000,0,,,,,,,
289,1,StockX,1775715516,10/21/2020 17:35,,48226,,,,0,500,,,,,,,4,,7/24/2019 8:00,,0,4/1/2019,19-Apr,,0,,7/24/2019 8:00,,,"$50,000,000 ",2,,5830646,,4/1/2019 13:00,5/31/2019 9:35,,5/31/2019 9:35,2015,,10000000,0,-5,,,,,,
2773,1,Helix OpCo,1737428169,12/1/2020 1:13,,94401,,,,0,500,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,,"$100,000,000 ",0,,5220410,,,3/13/2019 14:36,,3/13/2019 14:36,2015,,10000000,0,-8,,,,,,
216,1,Sphere 3D,1737422846,10/21/2020 1:44,,L4Z 1X1,,,,0,500,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,,"$7,500,000 ",0,,5220410,,,3/13/2019 14:36,,3/13/2019 14:36,2015,,10000000,0,-5,,,,,,
2763,1,Mayvenn,1737422198,10/30/2020 16:38,,94530,,,,0,500,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,5/27/2020 17:18,"$13,000,000 ",2,,5220343,,,3/13/2019 14:29,,3/13/2019 14:29,2012,,10000000,0,-8,,,,,,
2573,1,Alliance Health,1737372644,5/11/2020 9:37,,84095,,,,0,500,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,,,1,,5220410,,,3/13/2019 14:36,,3/13/2019 14:36,2006,,10000000,0,-7,,,,,,
2752,1,Airtable,1737372639,10/21/2020 14:02,,94103,,,,0,500,,,,,,,,,,,0,3/13/2019,19-Mar,,0,,,,,"$10,600,000 ",1,,5220410,,,3/13/2019 14:36,,3/13/2019 14:36,2012,,10000000,0,-8,,,,,,
3953,1,Movember Foundation,4704579911,11/29/2020 1:20,,90232,,,,0,500,,,,,,,,,,,,10/23/2020,20-Oct,,0,,,,,,1,,11518385,,,10/23/2020 13:00,,10/23/2020 13:00,,,1000000,,-8,,,,,,
1692,1,Lutheran Social Services of New York,4704558771,10/23/2020 13:01,,10115,,,,0,500,,,,,,,,,,,,10/23/2020,20-Oct,,0,,,,,,1,,11518385,,,10/23/2020 13:00,,10/23/2020 13:00,1886,,1000000,,-5,,,,,,
3944,1,National Community Renaissance,4704532348,11/13/2020 14:50,,91730,,,,0,500,,,,,,,,,,,,10/23/2020,20-Oct,,0,,,,,,2,,11518385,,,10/23/2020 13:00,,10/23/2020 13:00,1992,,1000000,,-8,,,,,,
2468,1,Federal Home Loan Bank of Des Moines,4458147618,10/20/2020 4:49,,50309,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1932,,1000000,,-6,,,,,,
1426,1,Foster,4071914559,7/7/2020 14:58,,6260,,,,0,500,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1989,,1000000,,-5,,,,,,
1403,1,Trace Systems Inc.,4071899524,10/20/2020 0:55,,22182,,,,0,500,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1999,,1000000,,-5,,,,,,
3797,1,The Geneva Foundation,4071893720,6/26/2020 12:06,,98402,,,,0,500,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,1993,,1000000,,-8,,,,,,
2665,1,Avitus Group,3864042898,9/20/2020 15:58,,59101,,,,0,500,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 10:46,,2,,9251990,,,5/13/2020 10:45,,5/13/2020 10:45,1996,,1000000,0,-7,,,,,,
1036,1,Union For Reform Judaism,3428956537,5/29/2020 11:42,,10017,,,,0,500,,,,,,,,,,,,4/24/2020,20-Apr,,0,,,,4/24/2020 19:06,,0,,9011296,,,4/24/2020 18:13,,4/24/2020 18:13,1873,,1000000,0,-5,,,,,,
982,1,Discovery Place,3326288982,9/21/2020 11:29,,28202,,,,0,500,,,,,,,,,,,,4/6/2020,20-Apr,,0,,,,4/6/2020 15:28,,1,,8771587,,,4/6/2020 15:26,,4/6/2020 15:26,1946,,1000000,0,-5,,,,,,
3270,1,Infinity Ward,2589460651,9/21/2020 9:43,,91367,,,,0,500,,,,,,,,,,,,11/14/2019,19-Nov,,0,,,,11/14/2019 17:41,,1,,8678106,,,3/30/2020 11:54,,3/30/2020 11:54,2001,,1000000,0,-8,,,,,,
3233,1,ITRenew,2348983867,10/16/2020 3:42,,94560,,,,0,500,,,,,,,1,,,,,8/22/2019,19-Aug,,0,,8/19/2019 11:46,,8/22/2019 12:32,,0,,CRM_UI,,8/19/2019 11:46,8/22/2019 11:42,,8/22/2019 11:42,2000,,1000000,0,-8,,,,,,
682,1,Movable Ink,2261620765,10/29/2020 21:50,,10018,,,,0,500,,,,,,,,,,,,7/30/2019,19-Jul,,0,,,,,"$9,300,000 ",1,,6315850,,,7/30/2019 10:31,,7/30/2019 10:31,2010,,1000000,0,-5,,,,,,
4164,1,drift,2088376476,10/19/2020 22:48,,2116,,,,0,500,,,,,,,,,,,,6/7/2019,19-Jun,,0,,,,,"$15,000,000 ",1,,CRM_UI,,,6/7/2019 12:55,,6/7/2019 12:55,2015,,1000000,0,,,,,,,
97,1,Deputy,2081549067,10/23/2020 3:02,,2010,,,,0,500,,,,,,,6,,,,,6/4/2019,19-Jun,,0,6/19/2019 11:29,6/24/2019 13:54,,,"$25,000,000 ",0,,CRM_UI,,6/24/2019 13:54,6/4/2019 16:48,,6/4/2019 16:48,2008,,1000000,0,11,,,,,,
1902,1,"City of Franklin, TN",1802403336,10/4/2020 21:38,,37064,,,,0,500,,,,,,,,,,,,4/11/2019,19-Apr,,0,,,,,,0,,CRM_UI,,,4/11/2019 11:24,,4/11/2019 11:24,,,1000000,0,-6,,,,,,
300,1,Chemung Canal Trust,1776067010,7/7/2020 14:21,,14901,,,,0,500,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1833,,1000000,0,-5,,,,,,
2726,1,SteelHouse,1658977679,10/29/2020 21:30,,90232,,,,0,500,,,,,,,4,,,,0,2/25/2019,19-Feb,,0,,2/28/2019 17:47,,,"$64,800,000 ",0,,CRM_UI,2/28/2019 17:45,2/28/2019 17:47,2/25/2019 16:21,,2/25/2019 16:21,2009,,1000000,0,-8,,,,,,
3101,1,QUIBI,1866001222,9/30/2020 0:17,,90038,,,10/3/2019 13:26,0,500,,,10/3/2019 13:26,1,9/17/2019 14:09,,3,,,9/18/2019 14:07,,4/29/2019,19-Apr,,0,,9/18/2019 14:06,,4/29/2019 13:24,,3,,CRM_UI,,9/18/2019 14:06,4/29/2019 17:10,,4/29/2019 17:10,2018,157,,0,-8,,,,,,
4446,1,"Intouch Group, LLC",4704526162,10/29/2020 12:40,,,,,,0,500,,,,,,,,,,,,10/23/2020,20-Oct,,0,,,,,,1,,11518385,,,10/23/2020 13:00,,10/23/2020 13:00,2018,,,,,,,,,,
2486,1,Together Credit Union,4458171906,10/23/2020 15:21,,63118,,,,0,500,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1939,,,,-6,,,,,,
1455,1,"MORSECORP, Inc.",4071923848,10/19/2020 23:22,,2142,,,,0,500,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,0,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,2014,,,,-5,,,,,,
3548,1,Tandem,3428404857,10/28/2020 21:37,,94041,,,,0,500,,,,,,,1,,,,,4/24/2020,20-Apr,,0,7/27/2020 13:11,7/27/2020 12:39,,4/24/2020 19:06,,1,,9011296,,7/27/2020 12:39,4/24/2020 18:13,,4/24/2020 18:13,2017,,,0,-8,,,,,,
987,1,LightBox,3338885967,10/15/2020 19:08,,6484,,,,0,500,,,,,,,0,,,,,4/8/2020,20-Apr,,0,,4/8/2020 16:57,,8/20/2020 12:29,,1,,CRM_UI,,,4/8/2020 16:54,,4/8/2020 16:54,2019,,,0,-5,,,,,,
764,1,Phoenix Services LLC,2873683380,11/28/2020 8:46,,19087,,,,0,500,,,,,,,,,,,,1/22/2020,20-Jan,,0,,,,1/22/2020 17:23,,1,,7900868,,,1/22/2020 17:20,,1/22/2020 17:20,,,,0,-5,,,,,,
262,1,letgo,1766123198,9/20/2020 11:35,,10014,,,,0,500,,,,,,,,,,,0,3/26/2019,19-Mar,,0,,,,,"$375,000,000 ",0,,5319217,,,3/26/2019 22:13,,3/26/2019 22:13,2015,,,0,-5,,,,,,
2484,1,"QTI HUMAN RESOURCES, INC",4458171901,9/9/2020 17:14,,53703,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,3,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1995,,1000000000,,-6,,,,,,
2475,1,Dakota Electric Association,4458151057,9/9/2020 17:14,,55024,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1937,,1000000000,,-6,,,,,,
1299,1,Brockway Moran & Partners,3866232183,10/26/2020 22:26,,33432,,,,0,200,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,2000,,1000000000,0,-5,,,,,,
1289,1,Omers Private Equity,3866225386,5/29/2020 10:53,,M5J 2J2,,,,0,200,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,1998,,1000000000,0,-5,,,,,,
2373,1,Main Street Capital,3866225373,5/29/2020 10:48,,77056,,,,0,200,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 18:52,,1,,9260352,,,5/13/2020 18:47,,5/13/2020 18:47,2007,,1000000000,0,-6,,,,,,
3745,1,CPEhr,3864050546,10/20/2020 16:11,,90069,,,,0,200,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 10:46,,2,,9251990,,,5/13/2020 10:45,,5/13/2020 10:45,1982,,1000000000,0,-8,,,,,,
1201,1,ACCESS POINT,3864048022,10/15/2020 10:18,,48334,,,,2,200,8/13/2020 13:48,8/6/2020 8:13,,,,,0,,,,,5/13/2020,20-May,,2,8/13/2020 13:48,8/6/2020 14:24,,5/13/2020 10:46,,2,,9251990,,,5/13/2020 10:45,8/13/2020 13:48,5/13/2020 10:45,2000,,1000000000,0,-5,,,,,,
2333,1,The TLC Companies,3864042897,10/14/2020 5:34,,55430,,,,0,200,,,,,,,,,,,,5/13/2020,20-May,,0,,,,5/13/2020 10:46,,2,,9251990,,,5/13/2020 10:45,,5/13/2020 10:45,1985,,1000000000,0,-6,,,,,,
2267,1,Premier Radiology,3795028873,10/23/2020 23:22,,42104,,,,0,200,,,,,,,,,,,,4/29/2020,20-Apr,,0,,,,8/20/2020 12:29,,5,,9071097,,,4/29/2020 15:27,,4/29/2020 15:27,2002,,1000000000,0,-6,,,,,,
3563,1,"GoGrid, LLC",3428919085,10/14/2020 5:01,,94105,,,,0,200,,,,,,,,,,,,4/24/2020,20-Apr,,0,,,,4/24/2020 19:06,,1,,9011296,,,4/24/2020 18:13,,4/24/2020 18:13,1998,,1000000000,0,-8,,,,,,
3307,1,Newisys,2874713230,11/29/2020 5:59,,95134,,,,0,200,,,,,,,,,,,,1/22/2020,20-Jan,,0,,,,1/22/2020 17:23,"$53,000,000 ",0,,7900868,,,1/22/2020 17:20,,1/22/2020 17:20,2000,,1000000000,0,-8,,,,,,
710,1,Community Health Systems Inc,2428946301,10/13/2020 13:33,,31032,,,,0,200,,,,,,,,,,,,9/20/2019,19-Sep,,0,,,,,,0,,6770959,,,9/20/2019 10:37,,9/20/2019 10:37,2003,,1000000000,0,-5,,,,,,
663,1,Littlejohn & Co.,2153756918,10/27/2020 12:31,,6830,,,,0,200,,,,,,,1,,7/11/2019 8:00,,,6/26/2019,19-Jun,,0,,7/11/2019 8:00,,,,0,,6030711,,7/8/2019 15:14,6/25/2019 9:33,,6/25/2019 9:33,1987,,1000000000,0,-5,,,,,,
2990,1,Norwest Venture Partners,1813441057,9/9/2020 17:14,,94301,,,,0,200,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1961,,1000000000,0,-8,,,,,,
334,1,Navy Mutual Aid Association,1776116261,10/20/2020 15:49,,22211,,,,0,200,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1879,,1000000000,0,-5,,,,,,
1852,1,"South Western Communications, Inc",1776067017,10/20/2020 9:37,,47630,,,,0,200,,,,,,,,,,,,4/1/2019,19-Apr,,0,,,,,,1,,5356257,,,4/1/2019 11:53,,4/1/2019 11:53,1976,,1000000000,0,-6,,,,,,
3088,1,PDL BioPharma Inc,1813475399,9/21/2020 10:21,,89451,,,,0,200,,,,,,,,,,,,4/15/2019,19-Apr,,0,,,,4/15/2019 17:23,,0,,5470850,,,4/15/2019 17:19,,4/15/2019 17:19,1986,,500000000,0,-8,,,,,,
113,1,UiPath,1700313779,10/29/2020 9:55,,60104,,,,0,200,,,,2,4/5/2019 19:00,,16,,10/26/2020 11:00,3/6/2019 11:32,0,3/5/2019,19-Mar,,0,10/21/2020 18:05,10/26/2020 11:00,,10/21/2020 11:00,"$183,000,000 ",1,,CRM_UI,3/9/2019 11:00,10/21/2020 16:08,3/5/2019 11:34,,3/5/2019 11:34,2005,,500000000,1,2,,,,,,
1780,1,United Way of Greater Richmond & Petersburg,4825234696,11/13/2020 14:51,,23230,,,,0,200,,,,,,,,,,,,11/13/2020,20-Nov,,0,,,,,,1,,11840632,,,11/13/2020 14:50,,11/13/2020 14:50,1924,,250000000,,-5,,,,,,
3975,1,ESG Consulting,4794288060,11/9/2020 15:05,,95054,,,,0,200,,,,,,,,,,,,11/9/2020,20-Nov,,0,,,,,,1,,11763254,,,11/9/2020 15:04,,11/9/2020 15:04,1986,,250000000,,-8,,,,,,
1707,1,SEB Administrative Services,4704579900,10/23/2020 13:00,,L4W 5C7,,,,0,200,,,,,,,,,,,,10/23/2020,20-Oct,,0,,,,,,1,,11518385,,,10/23/2020 13:00,,10/23/2020 13:00,2011,,250000000,,-5,,,,,,
1607,1,Bartlett & Co.,4458175123,10/25/2020 10:54,,45202,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1898,,250000000,,-5,,,,,,
1598,1,"ATP Tour, Inc.",4458171905,10/13/2020 1:39,,32082,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1972,,250000000,,-5,,,,,,
3897,1,Balsam Brands,4458171883,10/22/2020 15:42,,94010,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1996,,250000000,,-8,,,,,,
2477,1,Fulcrum Consulting,4458151067,10/14/2020 14:33,,55401,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,2002,,250000000,,-6,,,,,,
1581,1,Wesdome Gold Mines Ltd.,4458151063,10/22/2020 1:25,,M5J 2W4,,,,0,200,,,,,,,,,,,,9/9/2020,20-Sep,,0,,,,,,1,,10859002,,,9/9/2020 17:14,,9/9/2020 17:14,1976,,250000000,,-5,,,,,,
1461,1,Three Saints Bay,4071933325,12/1/2020 22:17,,99503,,,,0,200,,,,,,,,,,,,6/26/2020,20-Jun,,0,,,,6/26/2020 12:06,,1,,9854357,,,6/26/2020 12:05,,6/26/2020 12:05,2002,,250000000,,-5,,,,,,
1325,1,Arsenal Capital Partners,3866246621,10/29/2020 9:35,,10017,,,,1,200,10/29/2020 9:35,10/29/2020 9:35,,1,,,,,,10/22/2020 12:26,,5/13/2020,20-May,,1,,,,5/13/2020 18:52,,2,,9260352,,,5/13/2020 18:47,10/29/2020 9:35,5/13/2020 18:47,2000,,250000000,1,-5,,,,,,
